473|1000001
488|1000005
470|1000001
489|1000001
474|1000005
471|1000001
491|1000005
479|1000001
484|1000005
492|1000001
493|1000001
485|1000001
480|1000001
476|1000001
477|1000010
490|1000001
478|1000010
486|1000001
487|1000003
481|1000001
472|1000001
494|1000001
