1006914|0.00|0.00
1007783|0.00|0.00
1009462|0.00|0.00
1009453|0.00|0.00
1009460|0.00|0.00
1007961|0.00|0.00
1009454|0.00|0.00
1009456|0.00|0.00
1009452|0.00|0.00
1009455|0.00|0.00
1009457|0.00|0.00
1007569|0.00|0.00
1007509|0.00|0.00
1006906|0.00|0.00
1007705|0.00|0.00
1009481|0.00|0.00
1007637|0.00|0.00
1007885|0.00|0.00
1007663|0.00|0.00
1007356|0.00|0.00
1007662|0.00|0.00
1008148|0.00|0.00
1006508|0.00|0.00
1007867|0.00|0.00
1007972|0.00|0.00
1008015|0.00|0.00
1007958|0.00|0.00
1008152|0.00|0.00
1007575|0.00|0.00
1007697|0.00|0.00
1007546|0.00|0.00
1007568|0.00|0.00
1007568|0.00|0.00
1007568|0.00|0.00
1007568|0.00|0.00
1007549|0.00|0.00
1007785|0.00|0.00
1007673|0.00|0.00
1007923|0.00|0.00
1007770|0.00|0.00
1007775|0.00|0.00
1008068|0.00|0.00
1007914|0.00|0.00
1007996|0.00|0.00
1007873|0.00|0.00
1008016|0.00|0.00
1008109|0.00|0.00
1008132|0.00|0.00
1008058|0.00|0.00
1008119|0.00|0.00
1008127|0.00|0.00
1007750|0.00|0.00
1008085|0.00|0.00
1007998|0.00|0.00
1007953|0.00|0.00
1008113|0.00|0.00
1007532|0.00|0.00
1007367|0.00|0.00
1007650|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007348|0.00|0.00
1007388|0.00|0.00
1007346|0.00|0.00
1007419|0.00|0.00
1007594|0.00|0.00
1007956|0.00|0.00
1007553|0.00|0.00
1008056|0.00|0.00
1007624|0.00|0.00
1007926|0.00|0.00
1007886|0.00|0.00
1007473|0.00|0.00
1007473|0.00|0.00
1007473|0.00|0.00
1007630|0.00|0.00
1008154|0.00|0.00
1007361|0.00|0.00
1007939|0.00|0.00
1008048|0.00|0.00
1007979|0.00|0.00
1008103|0.00|0.00
1007970|0.00|0.00
1007906|0.00|0.00
1007586|0.00|0.00
1007758|0.00|0.00
1007759|0.00|0.00
1007455|0.00|0.00
1008029|0.00|0.00
1007364|0.00|0.00
1007989|0.00|0.00
1007959|0.00|0.00
1007431|0.00|0.00
1007382|0.00|0.00
1007557|0.00|0.00
1007398|0.00|0.00
1007577|0.00|0.00
1007869|0.00|0.00
1007608|0.00|0.00
1007541|0.00|0.00
1007717|0.00|0.00
1007464|0.00|0.00
1007739|0.00|0.00
1007565|0.00|0.00
1007844|0.00|0.00
1007726|0.00|0.00
1007707|0.00|0.00
1007462|0.00|0.00
1007760|0.00|0.00
1007728|0.00|0.00
1007578|0.00|0.00
1007547|0.00|0.00
1007492|0.00|0.00
1007566|0.00|0.00
1007623|0.00|0.00
1007757|0.00|0.00
1007567|0.00|0.00
1007391|0.00|0.00
1007865|0.00|0.00
1007667|0.00|0.00
1007779|0.00|0.00
1007871|0.00|0.00
1007766|0.00|0.00
1007409|0.00|0.00
1007824|0.00|0.00
1007505|0.00|0.00
1007808|0.00|0.00
1007895|0.00|0.00
1007642|0.00|0.00
1007713|0.00|0.00
1007682|0.00|0.00
1007748|0.00|0.00
1007748|0.00|0.00
1007748|0.00|0.00
1007748|0.00|0.00
1007748|0.00|0.00
1007748|0.00|0.00
1007875|0.00|0.00
1007386|0.00|0.00
1007573|0.00|0.00
1007385|0.00|0.00
1007698|0.00|0.00
1007733|0.00|0.00
1007810|0.00|0.00
1007570|0.00|0.00
1008023|0.00|0.00
1007747|0.00|0.00
1007708|0.00|0.00
1007670|0.00|0.00
1007864|0.00|0.00
1007864|0.00|0.00
1007864|0.00|0.00
1007864|0.00|0.00
1007687|0.00|0.00
1007870|0.00|0.00
1007722|0.00|0.00
1007832|0.00|0.00
1007429|0.00|0.00
1007884|0.00|0.00
1007601|0.00|0.00
1007591|0.00|0.00
1006529|0.00|0.00
1006529|0.00|0.00
1006529|0.00|0.00
1008035|0.00|0.00
1007751|0.00|0.00
1007377|0.00|0.00
1007416|0.00|0.00
1007587|0.00|0.00
1007700|0.00|0.00
1007617|0.00|0.00
1007590|0.00|0.00
1008139|0.00|0.00
1007982|0.00|0.00
1007930|0.00|0.00
1008051|0.00|0.00
1007990|0.00|0.00
1008147|0.00|0.00
1006749|0.00|0.00
1007966|0.00|0.00
1008114|0.00|0.00
1008067|0.00|0.00
1007576|0.00|0.00
1007840|0.00|0.00
1007855|0.00|0.00
1007994|0.00|0.00
1007825|0.00|0.00
1007539|0.00|0.00
1007418|0.00|0.00
1008146|0.00|0.00
1008141|0.00|0.00
1007412|0.00|0.00
1007826|0.00|0.00
1007430|0.00|0.00
1007584|0.00|0.00
1007508|0.00|0.00
1007589|0.00|0.00
1007442|0.00|0.00
1007487|0.00|0.00
1007887|0.00|0.00
1007490|0.00|0.00
1007571|0.00|0.00
1007548|0.00|0.00
1007796|0.00|0.00
1007811|0.00|0.00
1007792|0.00|0.00
1007459|0.00|0.00
1007694|0.00|0.00
1007734|0.00|0.00
1007451|0.00|0.00
1007574|0.00|0.00
1007461|0.00|0.00
1007881|0.00|0.00
