PLO00001-1|2|1
SERG-019-1|2|1
PLO00002-1|2|1
PLO00003-1|2|1
PLO00004-1|2|1
PLO00005-1|2|1
PLO00006-1|2|1
PLO00007-1|2|1
PLO00008-1|2|1
PLO00009-1|2|1
PLO00010-1|2|1
TPK90600-3294-1|2|1
PLO00011-1|2|1
PLO00012-1|2|1
PLO00013-1|2|1
PLO00014-1|2|1
PLO00015-1|2|1
PLO00016-1|2|1
PLO00017-1|2|1
PLO00018-1|2|1
PLO00019-1|2|1
PLO00020-1|2|1
PLO00021-1|2|1
PLO00022-1|2|1
PLO00023-1|2|1
PLO00024-1|2|1
PLO00026-1|2|1
PLO00027-1|2|1
PLO00028-1|2|1
PLO00029-1|2|1
PLO00030-1|2|1
PLO00031-1|2|1
PLO00032-1|2|1
PLO00033-1|2|1
PVC00027-1|2|1
PLO00034-1|2|1
PLO00036-1|2|1
PLO00037-1|2|1
PLO00039-1|2|1
PLO00041-1|2|1
PLO00042-1|2|1
PLO00043-1|2|1
PLO00044-1|2|1
PVC00001-1|2|1
PVC00002-1|2|1
PVC00003-1|2|1
PVC00004-1|2|1
PVC00005-1|2|1
PVC00006-1|2|1
PVC00007-1|2|1
PVC00008-1|2|1
PVC00009-1|2|1
PVC00010-1|2|1
PVC00011-1|2|1
