1000054|Crédito 10|0|activo|1000054
1000000|Contado|0|activo|1000000
1000137|Crédito a |0|activo|1000137
1000129|Crédito a |0|activo|1000129
1000130|Crédito a |0|activo|1000130
1000139|Crédito a |0|activo|1000139
1000131|Crédito a |0|activo|1000131
